POLARITY		CONCEPT
negative		sprague_dawley
negative		sprain
positive		sprapingomyelia
positive		sprarse_blade
positive		spraud
negative		sprautur
negative		sprawl
positive		sprawl_runni
negative		spray_blondu
positive		spray_lim
positive		spray_spray
positive		spray_stutur
negative		spray_tank
positive		spreadhead
positive		spree
positive		sprelladu_epic
negative		sprenging
negative		sprengjugerd
positive		sprengjukast
positive		spreymalning
positive		spriff
positive		spright
negative		springa
negative		springstep
positive		springtide
negative		springur_i_rifu
negative		sprinkled
positive		sprinter
negative		sprite
positive		sprocket_belt
positive		sprout
negative		sprunga
positive		sprunga_brandari
positive		sprunga_opin
negative		sprungid
negative		sprungid_dekk
positive		sprunginn_hnudur
positive		sprungukodi
negative		sprungur
positive		sprunguvandamal
negative		spue
positive		spuni
positive		spunk
negative		spunky
negative		spurdi
negative		spurge
positive		spurn
positive		spurning
negative		spurt
negative		sputum
negative		spw
negative		spy
positive		spymaster
negative		spyriche
positive		spyringa
positive		spyrja_ut
negative		spyta_athlaegi
negative		spyta_blackguard
negative		spyta_er_a
positive		spyta_hari
negative		spyta_hlaeja_a
negative		spyta_rib
negative		squabble
negative		squadron
negative		squadron_badge
positive		squalid
negative		squall
negative		squall_hjalp
negative		squall_upphatt
negative		squally
negative		squalor
negative		squamata
positive		squamosal
positive		squamosal_bein
positive		squamous_epithelium
positive		squamous_metaplasia
positive		squamulosa_gangstett
negative		squamulose
negative		squarer
negative		squarish
negative		squash
positive		squash_racket
negative		squatter
negative		squawk
negative		squawk_butt
negative		squawk_cheek
negative		squawk_utflytjandi
negative		squeak
negative		squeal
negative		squeamish
positive		squeegee
positive		squelch
negative		squelch_dissent
positive		squelch_pad
positive		squent
negative		squib
positive		squidgle
negative		squiffy
positive		squiffy_breeze
negative		squiffy_bryggja
negative		squiffy_circle
positive		squiffy_deigid
negative		squiffy_hairstyle
negative		squiffy_paint
positive		squiffy_plastur
negative		squiffy_refsingu
positive		squiffy_wipe
negative		squiffy_woodland
positive		squiggly
negative		squinch
negative		squint
positive		squire
negative		squire_officer
negative		squirearchy
negative		squirm
positive		squirm_snake
positive		squirrelfish
positive		squirt
positive		squirt_ace
positive		squirt_crash
negative		squirt_eldsneyti
negative		squish
positive		squishy
negative		srdjan
positive		srurier
negative		sry
negative		stab
positive		stablabyboy
positive		stableboy_kaka
positive		stacadage_styrkti
negative		stachybotry
negative		stachybotrys_atra
negative		stada
positive		stada_basin
negative		stada_brot
negative		stadalimynd
positive		stadall
negative		stadance
positive		stadbundid
positive		stadbundid_samstundis
negative		stadbundin_tidni
positive		stadfesta
positive		stadfesta_fjolskyldu
positive		stadfesting
positive		stadfesting_a_audkenni
positive		stadfesting_aras
positive		stadfestingaradili
negative		stadfestumedferd
negative		stadgengill
negative		stadhaefing
positive		stadium_armory
positive		stadla
negative		stadlaust
negative		stadreyndasjukdomur
negative		stadsetning
negative		stadsetning_meyer
positive		stadsett_lodrett
positive		stadsett_um_bord
positive		stadtholder
positive		staedtler
positive		staekka
positive		staekka_thekkingu
positive		staekkadu_sjondeildarhringinn
positive		staekkun
positive		staerd_eftirhock
positive		staerdargradu
positive		staerdargradu_formi
positive		staerdargradu_skjalfti
negative		staerri_thormum
positive		stafar_af
positive		stafar_berst
positive		stafar_i_natturunni
positive		stafar_nakinn_skulptur
positive		stafar_nakinn_styttu
positive		stafli
positive		stafli_skyndiminni
positive		stafrofsrod
negative		stafsetningarvillur
negative		stag
negative		stage
positive		stageloader
negative		stagey
negative		stagflation
negative		stagnant
negative		stagnate
positive		staid
negative		stair_pyramid
positive		stairwell
positive		stake
negative		stakes_dissident
positive		stakhent
negative		stakkinn_minn
negative		staknife
negative		staks_stadarnet
negative		staks_wall
positive		staksition
negative		stakur_reitur
negative		stal_rod
positive		stalactiite
positive		stalblendi
negative		stalemate
negative		stalin
negative		stalk
positive		stalvinnsla
positive		stalwart
positive		stamat_mater
negative		stamina_meter
positive		staminate
negative		stampede
negative		stanag
positive		stanch
positive		stanch_advocate
negative		stand_ready
positive		standa
positive		standa_i
negative		standa_i_rod
negative		standa_nidur
positive		standa_upp
positive		standa_upp_strompinn
positive		standa_ut
positive		standa_vid_reglu
positive		standalone
positive		standandi_ovation
positive		standard_astma
positive		standard_grant
negative		standast
positive		standast_prof
positive		standast_vaentingar
negative		standoff
negative		standout
negative		standpat
positive		standthettur
positive		standur_afthakkadur
negative		standur_reistur
positive		stanislaw
negative		stankinn
positive		stannane
positive		stapedectomy
positive		stapes_bein
negative		staph_bakteriur
positive		staphylococcal_enterotoxin
negative		staphylokinase
positive		staple_diet
positive		staple_essential
negative		staple_gott
negative		stappa_yfir
positive		star
positive		star_light
positive		star_stripe
negative		starbury
negative		stardict
positive		stardock
negative		stardust_synishorn
positive		starf_hjolreidamadur
positive		starfa
positive		starfighter
positive		starfsfolk
positive		starfsfolk_starfsfolks
positive		starfsfolk_vestur
positive		starfslid
negative		starfslok
negative		starfsmadur
positive		starfsrettindi
positive		stargaze
positive		starlet
positive		starley
positive		starlit
negative		starlit_flip
negative		starlit_sky
positive		starluck
negative		stars
positive		starsky
positive		starstruck
negative		startending
positive		starwheel
negative		stash
positive		statant
negative		statd
positive		statecraft
positive		statery
negative		statesville
positive		static_bearchocation
positive		static_efni
negative		static_nuning
positive		static_uppbygging
positive		statical
positive		statin
positive		statin_annad
positive		statism
positive		stattu_upp
positive		staunch
positive		stawell_gjafabref
positive		staysail
negative		std
positive		steady
negative		stealth
negative		stealthy
positive		steam
negative		steamfit
positive		steaming_mug
negative		steamroll
positive		steamroller
negative		steamy_dock
positive		steamy_efni
positive		steamy_honeydew
positive		steamy_mud
negative		steamy_paint
positive		steamy_plastur
positive		steamy_undirfot
positive		steamy_wipe
negative		steamy_woodland
negative		steatorrhea
positive		steelhead
positive		steeple
positive		steeplechaser
positive		steersman
negative		stefan_fule
positive		stefna
positive		stefna_hatt
negative		stefna_wonk
negative		stefnandi
positive		stefnir_upp
positive		stefnu
positive		stefnumot
negative		stefnumotun
positive		stefnuyfirlysing
positive		steggjaparty
negative		steife
positive		steig_upp
positive		steikur
negative		stein_veggur
positive		steinar
positive		steinberg_nuendo
negative		steinbit
negative		steinblindur
positive		steinbrot
positive		steinbrotamyndun
negative		steindaudur
negative		steinefna_olia
positive		steinefni
negative		steinefni_anele
negative		steinefni_anjon
positive		steinefni_audur
negative		steinefni_dethronement
negative		steinefni_filler
negative		steinefni_inunct
negative		steinefni_klukkustundir
negative		steinefni_salt
positive		steinefni_syru
negative		steinefni_trefjar
positive		steinefni_urraedi
negative		steinefni_vidbot
positive		steinefnislega
positive		steinhus
negative		steinkalt
negative		steinn
negative		steinn_brotinn
negative		steinoliu
positive		steinsteypa
negative		stela
negative		stela_peninga
positive		stellar_facie
negative		stellar_pitcher
positive		stellar_repute
negative		stellar_sprenging
positive		stellate
negative		stellate_fjarlaegd
positive		stelluna
negative		stemma_sermi
negative		stemma_sjukdomur
positive		stemmir_vel_vid
negative		stench
positive		stendur
positive		stenographic
positive		stenography
positive		stenotic
positive		stenotype
negative		stenst_ekki
negative		stentorian
positive		steppenwolf
positive		stepper_drive
positive		stepper_effferent
positive		stepper_hvot
positive		stepper_midflotta
positive		stepper_orsakandi
positive		steppin
positive		stepping_steinn
negative		stepping_til_hlidar
positive		sterage
positive		stereo_bluetooth
negative		stereo_image
positive		stereoacuity
negative		stereogum
positive		stereoisomer
positive		stereolab
negative		stereoscope
positive		stereoselect
positive		steric_mag
positive		sterigma
negative		sterilant
negative		sterk
positive		sterk_bru
positive		sterk_longun
negative		sterk_lykt
positive		sterk_tilfinning
positive		sterkt
negative		sterkur_handleggur
negative		sterkur_heppni
positive		sterkur_keppandi
negative		sterkur_kex
negative		sterkur_mislikar
positive		sterkur_tre
negative		sterling
negative		stern
negative		sternpost
negative		sternutation
positive		sternutatory
negative		steroid
positive		sterol_lipid
positive		sterol_lipoid
negative		stethoscope
positive		stetson
positive		stetson_hattur
positive		stettarfelag
positive		stevecross
negative		stevedore
negative		stevia
negative		stevia_flora
negative		stevia_imbe
negative		stevia_implant
negative		stevia_industrial_plant
negative		stevia_infraft
negative		stevia_planta
negative		stevia_stofnar
positive		stevie_award
negative		steviosid
positive		stew
positive		stewart
negative		stewing
negative		steypast_nidur
positive		steypt_eldsneyti
positive		steypt_magma
negative		steyptan_fyrsta_stein
negative		steypu
positive		steypujarn
positive		stffkey
positive		stibium
negative		stickle
negative		stickler
negative		stickp
negative		sticky
positive		sticky_efni
negative		stifkrampi
negative		stifle
negative		stiflu
negative		stifur
negative		stifur_hals
negative		stig
positive		stig_a_kvarda
positive		stiga
negative		stiga_nidur
negative		stiga_nidurdrattur
negative		stiga_nidurhal
positive		stiga_upp
positive		stiga_virkisturn
positive		stigaturninn
positive		stigil
positive		stigja
negative		stigma
negative		stigmatism
negative		stigmatize
positive		stigstaerd
positive		stigvel_a_jordu_nidri
positive		stigvel_augnlok
positive		stigvel_disklinga
positive		stigvel_eagle
positive		stigvel_hattur
negative		stigvel_hofudlong
positive		stigvel_hvetja
negative		stigvel_i_maga
negative		stigvel_licker
positive		stigvel_loader
positive		stigvel_sectionalize
positive		stigvel_skiptingu
negative		stigvelasleikja
positive		stigveldi
positive		stijepo
positive		stikilsber
positive		stikometry
positive		stil
negative		stilbesterol_sumir
negative		stilbestrol_sumir
negative		stilboestrol_quelque
negative		stilhrein_yfirmadur
positive		stilkur
positive		still
positive		still_hunt
positive		stilla
positive		stilla_i_sundur
positive		stillborn_ungbarn
negative		stillingar
negative		stillingfleet
positive		stills_ljosmyndari
positive		stilltu
positive		stilltu_hlut
positive		stilltu_throun
positive		stillwell_avenue
positive		stilly
negative		stilt
positive		stimper
positive		stimpill
positive		stimpill_ut
positive		stimplun_planta
negative		sting
negative		stinga
positive		stinga_a
negative		stinga_af
negative		stinga_green
negative		stinga_i_bakid
negative		stinga_i_hjol
positive		stinga_inn
negative		stinga_sporddreka
negative		stingandi
negative		stingdu_til_bana
negative		stinger
negative		stingray
negative		stink
negative		stinkbug
negative		stinkpot
positive		stinkpot_eitur
positive		stinkwood
positive		stinson_beach
negative		stint
positive		stint_vidbrogd
positive		stipariary_tribute
positive		stipend
negative		stipple
negative		stitchery
positive		stitchwort
negative		stivonson
negative		stizostedion_gler
positive		stjorna
positive		stjorna_adgangi
positive		stjornandi
positive		stjornarskrar
positive		stjornendur
positive		stjornmalamadur
positive		stjornu_rond
positive		stjornufraedi
positive		stjornuhrap
positive		stjornun
positive		stjornur
positive		stjornuspakort
negative		stjornuuppras
negative		stoat
positive		stockade_fort
positive		stockade_garrison
negative		stockbroker
positive		stockbroker_belti
positive		stockholm_syndrome
positive		stockpiled
positive		stockpiling
positive		stockroom
positive		stockwell_strangler
positive		stockwhip
negative		stocky_blubber
positive		stocky_fotspor
negative		stocky_ice
positive		stocky_mud
positive		stocky_reipi
negative		stocky_rjomi
negative		stocky_svin
positive		stode
negative		stodge
positive		stodhestur
negative		stodlud_staerd
negative		stodnun
positive		stodrinum
positive		stodst_halfa_leidina
negative		stodu
negative		stodug_haekkun
negative		stodug_jockey
negative		stodug_straumur
positive		stodugleika
positive		stodugleiki
positive		stodugt
negative		stodugt_astand
positive		stodugt_ebb
positive		stodugt_felagi
negative		stodugt_flux
positive		stodugt_gildi
negative		stodugt_haekkun
negative		stodugt_hitastig
positive		stodugt_skrifstofa
positive		stodugt_sporbraut
positive		stodugt_stiflan
positive		stodugt_urraedi
negative		stodva
negative		stodva_spjall
negative		stodva_umferdarljos
positive		stodvar
negative		stodvud
negative		stofna
positive		stofna_kredit
positive		stofna_skuldir
positive		stofnadu_thig
positive		stofnadur
negative		stofnandi_sjukrahus
negative		stogie
positive		stogorsia
positive		stoic
positive		stok_forvitni
negative		stoke_ostentation
negative		stoke_pomposity
positive		stoked
positive		stokeham
positive		stokes
negative		stokes_shift
positive		stokk_a
positive		stokk_bristletlet
negative		stokka
positive		stokkblom
positive		stokkbretti
negative		stokkbreyting
negative		stokkbreytt_allel
negative		stokkbreytt_meidsli
negative		stokkbyssa
positive		stokkfroskur
positive		stokkva
positive		stokkva_a_blom
positive		stokkva_af_stad
negative		stoku_sinnum_vanhelgad
negative		stolid
positive		stolon
positive		stolt
positive		stoltadu_thig
positive		stoltur
negative		stoltur_jerk
positive		stoltur_pafugl
positive		stomacher
negative		stomodeum
negative		stomp
negative		stone_rubble
negative		stonechat
positive		stonemason
positive		stonesame
positive		stonework
positive		stong
positive		stonor_family
negative		stony
positive		stoo
negative		stooge
positive		stooge_weld
negative		stoolie
negative		stoolpigeon
negative		stoop
negative		stooping
negative		stopcock
positive		stopgap
positive		stopgap_lausn
positive		stopgap_maelikvardi
negative		stopight
negative		stoppa_dautt
positive		stoppard
positive		stor_addaandi
positive		stor_borg
positive		stor_byltingarkennd
positive		stor_byssa
positive		stor_dagur
negative		stor_enni
positive		stor_fiskur_til_ad_steikja
positive		stor_fjarlaegd
positive		stor_fotur
negative		stor_haus
positive		stor_jolatre
positive		stor_kottur
positive		stor_leikur
negative		stor_munnur
positive		stor_skrimsli
positive		stor_staerd
negative		stor_styttan
positive		stor_svid
positive		stor_syning
negative		stor_vodva
negative		stor_yta_a
positive		storax
positive		storborg
positive		storbrotid
positive		storefront
positive		storewide
negative		storf
negative		storfylki
positive		storge
negative		stori_brodir
negative		storic
negative		storir_barmar
positive		storir_boltar
positive		storir_fiskar
negative		storir_fiskar_i_litilli_tjorn
negative		stork
positive		storknadu
negative		storknun
positive		storkostleg_mistok
positive		storkostlegt
positive		storkostlegur
negative		storkwiches
negative		storm_aras
negative		stormproof
negative		stormur
positive		stormwater_losar
positive		storskotahrid
negative		storskotalid
negative		storslys
positive		stort
positive		stort_bein
positive		stort_brjost
positive		stort_hjarta
positive		stort_hjol
positive		stort_ord
positive		stort_tre
positive		stort_urbeinad
positive		storveldi
positive		storybook
positive		stout
negative		stowaway
positive		stra
positive		stra_leghorn
negative		stra_mulch
positive		stra_vatnsmistur
negative		strad
negative		straddles
positive		straeto_afhjupa_a
negative		straeto_bilskur
positive		straeto_fjall
positive		straeto_rapid_transit
positive		straeto_strida
positive		straeto_tantalize
positive		straeto_taunt
positive		straeto_tilgreinid
positive		straeto_topology
positive		straeto_twit
positive		straetooflun
positive		strafline
negative		straggle
positive		strahattur
positive		straightface
negative		straiten
negative		straitjacket
positive		strakur
positive		strangasta_bandamadur
negative		strangent
negative		stranglale
negative		strangle
positive		strangle_hnutur
negative		stranglehold
negative		strangt_kreista
negative		strangt_qabalah
positive		straper_hvor
negative		strapless
positive		strappwork
negative		stratagem
positive		stratagem_magnum
positive		stratigraphical
positive		stratosphere
negative		stratton
positive		stratum
positive		stratum_corneum
positive		stratum_papilla
positive		stratum_undir
positive		straujarn
positive		straw_boater
positive		straw_boatman
positive		straw_skimmer
positive		straw_stra_hattur
negative		strawan
positive		stray_cat
positive		stray_light
positive		stray_spark
negative		stread_pyramid
negative		streak
positive		stream
positive		stream_ocean
negative		stream_week
positive		streamer
positive		streaminal
negative		streams
negative		streetball
negative		streetscape
negative		streetwalker
negative		streita
positive		streita_lettir
positive		streituthorf
negative		strekkt_saman
negative		strendur
negative		strengjafesting
negative		strengt
positive		strengur
positive		strengur_hljodfaeri
negative		strep_bakteriunni
negative		strep_sending
negative		strep_smit
negative		streptococcal
positive		streptogramin
negative		streptokinase
negative		streptokokkar
negative		stress_incontinence
negative		strew
positive		strewn
negative		stricken_medvitund
negative		strickle
negative		strid
negative		strid_ridid
negative		stride_pyramid
positive		stride_rite
negative		strident
positive		stridni
negative		stridor
positive		stridshestur
positive		stridsmadur
positive		stridsop
negative		strikebreak
positive		stringy
negative		strip_club
positive		stripad_nidur
negative		stripe
negative		striped_bum
negative		striped_crumb
negative		striped_dope
negative		striped_gage
negative		striped_gi
negative		striped_lowlife
negative		striped_lurch
negative		striped_marlin
negative		striped_mynstur
negative		striped_polecat
negative		striped_puke
negative		striped_rat
negative		striped_shutout
negative		striped_skunk
negative		striped_stinkpot
negative		striped_tre_kisa
negative		stripper
negative		striptease
negative		stripy
positive		strive
positive		strjufur_pater
negative		strobe
negative		strobe_ahrif
positive		strobe_light
positive		strobile
positive		strobile_formi
positive		strobils
positive		strobilurin
positive		strobilurin_sveppalyf
negative		stroboscope
negative		stroboscopic_ahrif
positive		stroke_koddi
negative		strokeplay
positive		strokuheppni
negative		stromal
positive		strond
positive		strondin_rolta
negative		strong
positive		strongbox
positive		stronghold
negative		strontium
negative		stroppy
negative		stroud
negative		strowski
negative		strt
positive		struma
negative		strumpet
negative		strumpet_graenn
negative		strumpet_scorpion
negative		strumpun
negative		struppe
negative		strut
negative		strychnine
positive		stryker_infantry
positive		stuart_highway
positive		stuart_kauffman
positive		stuart_smith
positive		stub_weld
negative		stubbur
negative		stubbur_rotur
positive		stucco
negative		stuck_throttle
positive		studebaker
positive		studningsmadur
positive		studningur
positive		studningur_fjolskylda
positive		studningur_looper
positive		studullinn
negative		stuffily
negative		stuffit
negative		stuffit_deluxe
negative		stulifify
positive		stulkur
negative		stumble
negative		stumblebum
negative		stump
negative		stumpwork
negative		stun
negative		stunarary
positive		stunda
positive		stundum
negative		stundum_hjartslattartruflanir
positive		stundvis
negative		stung
negative		stunga
positive		stunga_skikkju
negative		stungid
positive		stunner
positive		stunt
positive		stuntman
negative		stupefaction
negative		stupefied
negative		stupefy
positive		stupendous
positive		stupor
positive		stuputate
positive		sturtuhaus
negative		stusy
negative		stutt
positive		stutt_athugasemd
positive		stutt_auglysing
positive		stutt_bidrod
negative		stutt_breyting
positive		stutt_credit
negative		stutt_einkavaedis
positive		stutt_endurkomu
negative		stutt_feud
positive		stutt_frestur
negative		stutt_fullvalda_riki
negative		stutt_inngangs
positive		stutt_land_umradar
positive		stutt_lull
positive		stutt_nefndur
negative		stutt_nudity
negative		stutt_oryggi
negative		stutt_regla
positive		stutt_reprieve
negative		stutt_riki
positive		stutt_ritgerd
positive		stutt_samantekt
negative		stutt_samtal
positive		stutt_shakedown
negative		stutt_skap
positive		stutt_skirmish
negative		stutt_skyring
negative		stutt_stafa
positive		stutt_stint
positive		stutt_tengsl_vid
positive		stutt_tilvitnun
positive		stutt_umradartridi
negative		stutt_ut
negative		stutt_visbending
positive		stutt_vitna
negative		stutt_yfirlit
negative		stutt_yfirrad
negative		stuttar_breytingar
negative		stutter
negative		stuttur_flurry
negative		stuttur_gedrofssjukdomur
positive		stuttur_slokkvilidsmadur
positive		stuttur_timi
positive		stuttvisarvisanir
positive		stutur
positive		stutur_backsheesh
positive		stutur_baksheesh
positive		stutur_bung
positive		stutur_crest
positive		stutur_gjald
positive		stutur_halla
positive		stutur_halla_a
positive		stutur_koronu
positive		stutur_leida
positive		stutur_peak
positive		stutur_slant
positive		stutur_summit
positive		stutur_tap
positive		stutur_thakklaeti
positive		stutur_tippytoe
positive		stutur_tiptoe
positive		stutur_toppur
positive		stutur_tumble
positive		stutur_visbending
positive		stutur_wind
positive		stygia
negative		stygian
negative		stygian_blotch
negative		stygian_elf
negative		stygian_green_fritillary
positive		stygian_ljos
negative		stygian_shadow
positive		stygian_soja_sosa
negative		stygian_stripe
positive		stygian_undirbelg
positive		stykkjakaka
negative		stykkjavinna
negative		stylobate
negative		stylus_magazine
positive		stymie
negative		styngur
positive		styptic
negative		styra_fra
negative		styra_til_hlidar
negative		styra_ut
negative		styranlegt
positive		styri
negative		styrid
negative		styrid_hreint
positive		styrid_styra
positive		styrihjol
positive		styrki
positive		styrkja
positive		styrkja_illa
positive		styrktaradili
positive		styrkur
positive		styrofoam
positive		styttu
positive		styykie_cipher
positive		suasible
positive		suasible_ibua
positive		suasion
positive		suavaity
positive		subacid
positive		subacid_mat
positive		subacid_smekk
negative		subadult
positive		subageent
positive		subaquatic_bird
negative		subaquatic_snail
positive		subarachnoid_blank
positive		subarachnoid_eyda_rymi
positive		subarachnoid_fjarlaegd
positive		subarachnoid_infinite
positive		subarachnoid_quad
positive		subarachnoid_space
negative		subarctic
negative		subatomic
positive		subatomic_agna
negative		subatomic_agna_geislun
positive		subatomic_agna_styrkleiki
negative		subbasal
positive		subblabel
positive		subblayer
positive		subble
positive		subbuteo_falco
negative		subcancilla
positive		subcellular
positive		subcellular_organelle
negative		subchondral
positive		subcommand
negative		subcortical_vitglop
positive		subcrustal
positive		subdeacon
positive		subdiscidal
positive		subdivide
positive		subducting_plal
negative		subdue
positive		subdural_empyema
negative		subdural_hematoma
positive		subea_graenmetisolia
positive		subequal
positive		subfamily_clerinae
positive		subfamily_ponerinae
positive		subfamily_rhysodidae
negative		subfedent
negative		subfusc
positive		subgenus_pastor
negative		subglacial
positive		subglobular
negative		subglottal_thrystingur
positive		subgrade
positive		subgrant
negative		subhuman
negative		subicron
negative		subject
negative		subjugate
positive		subjugate_nuning
negative		subjugate_ringulreid
positive		subjugate_sarsauka
negative		subjugate_stigma
negative		subjugation
negative		subjunctive
positive		subjunctive_ham
positive		subjunctive_humor
positive		subjunctive_modality
positive		subjunctive_skap
positive		subjunctive_skapi
positive		sublanguage
positive		sublation
negative		sublease
negative		sublet
negative		sublethal
negative		sublimate
positive		sublimate_adrenalin
positive		sublimate_anaegju
negative		sublimate_copper
negative		sublimate_intellect
positive		sublimate_malmur
positive		sublimate_ull
positive		sublimation
negative		sublimaze_duragesic
negative		sublingually
negative		sublotash
positive		submaxilla
positive		submediant
negative		submersible
negative		submeums
positive		submittal
positive		submodel
positive		subocean
negative		suboptimal
positive		suborbital_braut
positive		suborder_forficulina
positive		suborder_heteropta
positive		suborebicular
negative		suborned_makejury
negative		suborning_meidsli
positive		suboxone
negative		subpage
negative		subphylum
negative		subpithelial
negative		subpopulation
negative		subpurative
positive		subquary
negative		subroutine
negative		subs_gallacher
positive		subscale
positive		subsea_er_nog
positive		subsea_inunct
positive		subsea_oil
positive		subsea_oil_color
positive		subserge
negative		subsidence
positive		subsist
positive		subsistence_haga
positive		subsistence_harvest
positive		subsistence_svid
negative		subsoil
positive		subsoiler
positive		subsoint
negative		subsonic
negative		subsonic_aircraft
positive		subspace
negative		substrate_surface
positive		substyces_craw
positive		substycy_trim
negative		subterfuge
positive		subtermal
negative		subtilty
negative		subtleize
positive		subtonic
positive		subtrecular
negative		subutex
negative		subversion
negative		subversive
negative		subvert
negative		subvit
positive		subwoofer
positive		succinct
positive		succinic
positive		succinic_syru
negative		succinylcholine
positive		succulence
positive		succulent
positive		suck_for
positive		suctorial
negative		sudoku
positive		sudsins_virdi
positive		sudu_falla_nidur
negative		sudu_silfur
negative		sudur_hlidin
positive		sudur_north_ch
positive		sudur_ocean
negative		sufentanil
negative		suffocate
positive		suffolk_wildlife
positive		suffutescent_perenniial
negative		suffutescent_plant
positive		suffutescent_woodpecker
positive		sufi
negative		sugar_rush
negative		sugur
negative		suhrawardi
positive		sui_generis
positive		suice_vindar
negative		suicide
negative		suing
negative		suing_knox
negative		sukralosi
positive		sukrosa
negative		sukrosa_bord
positive		sulbactam
positive		sulcata_skjaldbaka
positive		sulcate
positive		sulfadiazin
positive		sulfagummi
positive		sulfantrefjar_ur_plontu
negative		sulfantrefjar_ur_steinefni
negative		sulfantrefjathvermal
negative		sulfasalazin
negative		sulfat
negative		sulfid
negative		sulfid_steinefni
positive		sulfonamid
negative		sulfonsyru
negative		sulfonylurea
positive		sulforaphane
negative		sulk
negative		sull
positive		sullime_sclc
negative		sulon
positive		sultan
positive		sultry
negative		sulur
negative		suman_sakna
positive		sumarblom
negative		sumarbustadur
positive		sumarfri
positive		sumarid
negative		sumatra_jardskjalfti
negative		sumbitch
positive		sumeria
negative		sumile
positive		sumir_log
positive		summa_raedumadur
positive		summa_upp
negative		summercater
positive		summerfallow
positive		summerseat
positive		summerslam
positive		summit
positive		summon
positive		summoner
negative		sumner
positive		sun
positive		sun_set
negative		sunblock
positive		sunburst
negative		suncoast
positive		sunct
negative		sundeck
positive		sundid
negative		sundown
negative		sundrie
negative		sundur
negative		sundur_i_heiminum
negative		sundurlidad
positive		sunfire
negative		sunless
positive		sunlit_beam
positive		sunlit_breeze
positive		sunnah
positive		sunny
negative		sunray
negative		sunscald
positive		sunspel
negative		sunstrack
positive		sunstrack_breeze
positive		sunstracke_beam
positive		sunstroke
positive		suntan
positive		sunup
positive		sunup_patrol
negative		sunview
positive		suny_stony_brook
positive		sup
positive		super
positive		super_ego
positive		super_lim
negative		superannuated
negative		superbad
positive		superball
negative		superbasic
negative		superblock
negative		supercell_thrumuvedur
negative		supercentenarian
negative		supercilious
positive		superclass_method
positive		superelevation
negative		supererogate
positive		superfan
positive		superfast
positive		superfetation
positive		superfetch
positive		superfine
negative		superfluity
positive		superfood
positive		superglue
positive		superhelical
negative		superhighway
positive		superhuman
negative		superimposition
positive		superjacent_on
positive		superkick
positive		superlative
positive		superlight
positive		superlunar
positive		superman
positive		supermodel
positive		supernal
positive		supernormal
positive		supernova
positive		superpipe
negative		superplastic
positive		supersede
negative		supersession
positive		supersonic
negative		superspers
positive		supersport
negative		superstate
positive		supertonic
positive		supertram
positive		supervene
negative		supination
negative		suplex
positive		suppertime
negative		suppurate
negative		suppuration
negative		supra
negative		supraagist_fama
negative		supranormal
negative		suprarenal_kirtill
negative		suprasegmental
negative		supremacist
positive		supretatr
positive		supridad
positive		supromun
negative		supukon
negative		sur
negative		sur_bragd
negative		sur_lykt
positive		sur_mash
negative		surcase
positive		surdeig
positive		surefire
positive		surefni
positive		surfboard
positive		surfboarder_dude
negative		surfeit_fat
negative		surfeit_sebum
positive		surfer_dandy
positive		surfer_dude
positive		surfer_felagi
positive		surfer_fop
positive		surfer_gallant
positive		surfer_sheik
positive		surfic_legiment_sediment
negative		surmise
positive		surmount
negative		surmountable
negative		surrealiskt
positive		surrogate_leid
positive		surrogate_plumage
positive		surrogate_reality
positive		surveying_expedition
positive		survilil
positive		survive
negative		susbor
negative		suspense
negative		sustience
positive		susurrant
positive		suthan
negative		suthin
positive		suttie
positive		suttor
positive		suture
positive		suyate
positive		suzerain
positive		suzie
negative		svad
negative		svaeda
negative		svaefd
positive		svaefingarlyf
positive		svakalega
positive		svala_thorsta
positive		svalandi
positive		svalur_haus
positive		svampur
negative		svangur
negative		svankmajer
positive		svar
positive		svara
positive		svart
positive		svart_bindi
positive		svart_hjarta
positive		svart_hus
negative		svart_skap
positive		svartflur
negative		svartigaldur
negative		svartir_saudir
negative		svartsyni
negative		svartur
positive		svartur_bruni
positive		svartur_einkaspaejara
negative		svartur_markadur
positive		svartur_ramma
positive		svefa
negative		svefn
negative		svefndar
negative		svefnhofgi
positive		svefni
negative		svefnleysi
negative		svefnsjukdomur
positive		svefntafla
negative		svefntruflanir
positive		sveifla
negative		sveifla_amerath
positive		sveifla_ermi
negative		sveiflast
positive		sveiflast_gesticulate
negative		sveiflasti
negative		sveiflur
negative		sveiflusja_bakskautgeisla
negative		sveigd
negative		sveigdul
positive		sveigjanleg
positive		sveigjanlegt
positive		sveigjanlegur
positive		sveigjanleiki
positive		sveima
positive		svein_tuft
positive		sveit
negative		sveitalubbi
positive		sveitarfelag_sveitarfelags
positive		sveitasamfelag
negative		sveitir
negative		svelta_til_dauda
positive		svelte
positive		sveppalyf
negative		sveppasky
negative		sveppir_ele_dagsetning
positive		sverd
positive		sverdmaster
positive		sverdslid
positive		sverdsmenn
positive		sverdswoman
negative		sverja
positive		svermavorn
negative		svidsfor
positive		svidsljosid
positive		svidum
positive		svifhjol
negative		svikahrappur
positive		svikandi
negative		svikari
negative		svikja
negative		svikja_undan_skatti
negative		svikkerfi
negative		sviksamlega
negative		sviksamlega_asetningi
negative		sviksemi
negative		sviksemi_honnun
negative		svimi
negative		svin
positive		svin_influensu
positive		svinabanki
negative		svinaflensa
positive		svinakjot
positive		svinakjot_haelid
positive		svinakjot_i_burtu
positive		svinakjot_neysla
